,months,kandla,mumbai,chennai,kochi,vishakhapatnam,paradip
51,1983-04-15 21:00:00,298.31599961338844,300.07738569615105,302.3799682165941,302.5382868445012,302.12663839061764,302.610513774653
52,1983-05-16 09:00:00,301.1296164453099,302.14860178420776,303.48783822809304,302.9828903994326,303.3472785155136,303.3873612082825
53,1983-06-15 21:00:00,302.29672955765966,302.5286665978102,303.0564087050508,302.4534564902246,303.701395691839,303.92491376480217
54,1983-07-16 09:00:00,302.3005135880959,301.8255977470246,302.4627664063772,301.5671324511703,302.5610611017563,303.52446724228923
55,1983-08-16 09:00:00,301.2110631956516,301.2523771999116,302.1266884439303,300.9305444102444,302.13826076981456,302.7512837111456
56,1983-09-15 21:00:00,301.8885447930113,301.6320115550253,302.0299954545559,300.79296787509884,302.319263559014,302.660066554175
57,1983-10-16 09:00:00,301.1678271441858,301.51564761378006,302.3844429827449,301.4793589621099,302.61137469163054,302.5493085839464
58,1983-11-15 21:00:00,299.47227117821853,300.410440438514,301.3882218904396,302.00291661241306,301.4717108159373,300.9685148532196
59,1983-12-16 09:00:00,298.0329881730114,299.3604020244491,299.83035257690574,301.43737424346045,299.46343176320477,298.478182357032
60,1984-01-16 09:00:00,296.23838230295064,298.495176844876,299.6602545867404,301.2996906102802,299.32647949392685,297.62061005065937
61,1984-02-15 09:00:00,295.5547724019136,298.1074378720706,299.9521712651449,301.536571412576,300.11413369731696,298.17580290744274
62,1984-03-16 09:00:00,297.75283976034723,299.9777980402385,301.5307158866173,302.13739489651886,301.0782222804558,299.9424322815556
63,1984-04-15 21:00:00,300.48054399266687,301.50821408133584,302.79873559520536,302.91848565198643,302.1371622935879,301.5336183666694
64,1984-05-16 09:00:00,301.9820060254402,302.69517672505594,302.63607535424023,302.53496387145174,302.39344015769495,301.9469740013975
65,1984-06-15 21:00:00,301.7032971482481,301.7712273172709,302.69287092208776,301.0420070154163,302.7560175612687,303.3046671964713
66,1984-07-16 09:00:00,300.6822107338435,300.70657336257295,301.96778690713654,300.05867306803,301.8694059804946,301.9489662960674
67,1984-08-16 09:00:00,300.25302798663654,299.92504774075616,301.6837079361896,299.36172389455874,301.35958080842715,301.73364677415816
68,1984-09-15 21:00:00,299.51925675787095,299.9350193272764,301.96292247192736,300.18241782732173,302.2206161799622,302.47750083432396
69,1984-10-16 09:00:00,300.00322255191384,301.4730606992422,302.2395986017659,300.5289961945112,302.3484769998156,302.5169422008848
70,1984-11-15 21:00:00,300.03279346366355,301.12439901884466,301.40234940821836,301.5726552063937,301.12633063448914,300.64986881326365
71,1984-12-16 09:00:00,299.12128325610155,299.8636203406304,300.03328900903824,301.7158577065221,299.4271055445115,298.8070670358338
72,1985-01-16 09:00:00,296.76567349711775,298.87861654396204,299.8160382645789,301.2551495429225,299.4609206953775,297.90727758594596
73,1985-02-14 21:00:00,297.51070450609353,299.2850942159546,300.4977977005789,301.51661280337953,300.19854322918394,298.85075987856794
74,1985-03-16 09:00:00,298.89327374281453,299.9585665436115,301.80235828972855,302.19668486430726,300.97869959617265,300.1268647342505
75,1985-04-15 21:00:00,300.12253147518913,301.22808165049116,303.0460236092586,303.1466171231818,302.352093106909,301.7161823474287
76,1985-05-16 09:00:00,301.2360492558619,301.77107695185055,303.2597311598304,302.7130216364185,303.1250406880862,303.01382370033537
77,1985-06-15 21:00:00,301.72807384867764,302.2333478303743,302.7717702454432,301.23384268845973,302.9870753108763,303.16972118186345
78,1985-07-16 09:00:00,300.91226294687795,300.8167415426394,301.9534931800764,300.4050020560725,301.94168155457055,302.20956482787653
79,1985-08-16 09:00:00,300.554799027724,300.44311276998263,301.75400351177024,299.9606333284633,301.48701884057374,301.98391585371644
80,1985-09-15 21:00:00,300.5799499023218,301.0145338514054,302.0704013145206,300.60544024882756,301.83763341475986,302.15610798682997
81,1985-10-16 09:00:00,300.31068877244786,301.16957266869565,302.2642397740049,301.2694273319954,301.9310181428713,302.20821692471236
82,1985-11-15 21:00:00,300.05078308898055,300.4290246857995,301.03168716722877,301.2614197887531,300.4863654848526,300.25924879391374
83,1985-12-16 09:00:00,298.41126357128564,299.72658741681346,300.08041698965786,301.1906598648649,300.1447868541008,299.2602328909254
84,1986-01-16 09:00:00,296.70404824067754,299.41695752686013,299.31236581798146,301.5030904424157,299.3009828859109,297.83452425341693
85,1986-02-14 21:00:00,297.02225115156136,299.4722950339741,299.8665245677489,301.308914470383,299.70951455464524,298.9007484146497
86,1986-03-16 09:00:00,298.30242937419894,300.28052239491296,301.49475406101124,301.9117102749957,301.27458934648007,301.1222030372812
87,1986-04-15 21:00:00,300.3152393581298,301.6389705205141,302.70822164044716,302.925290824398,301.9977973722726,301.63938195179367
88,1986-05-16 09:00:00,301.3442289885536,302.32885261265426,303.04974878649443,302.97351644796356,302.56741418297577,302.316225590762
89,1986-06-15 21:00:00,302.7332601726092,302.94168929968714,302.66931199657097,301.49295160016703,302.611966312973,303.202419179196
90,1986-07-16 09:00:00,301.2844832891576,301.11435645501916,302.0834436503213,300.24934178150465,301.33422729006475,302.1289263986892
91,1986-08-16 09:00:00,300.0253958175939,300.4667342328895,301.6404203259757,299.56742382342065,301.0724296484255,302.1235386081223
92,1986-09-15 21:00:00,299.9121444598767,300.98843889147815,302.1805022483892,300.55530950981006,302.1790524429275,302.5968315194714
93,1986-10-16 09:00:00,299.6294519868204,301.5565765087712,302.6039629949854,301.19248921422275,302.16082211884554,302.1835879829866
94,1986-11-15 21:00:00,299.1061603790102,301.07248842432256,301.3593441900896,301.0884950602978,301.07224352475134,301.23629684952346
95,1986-12-16 09:00:00,297.505751477039,299.37885115357756,300.33500765151905,301.1131613451116,300.02615990425613,299.3498550443446
96,1987-01-16 09:00:00,295.893350784879,298.93998100347466,299.70420605282845,301.0736276772316,299.3660094024093,298.5473397980404
97,1987-02-14 21:00:00,296.79590815350184,299.45435855480065,300.2232304767001,301.46041148029735,299.66027553506484,299.02293158334976
98,1987-03-16 09:00:00,298.5118537020247,299.7989007244524,301.21459582756654,301.9033775344142,300.7744120395747,300.7045820410051
99,1987-04-15 21:00:00,299.7856922821114,300.5829042691371,302.4342827227566,302.84819606112575,301.6055286239766,301.7433923510563
100,1987-05-16 09:00:00,301.4362008838409,302.41646645721914,303.1768256210097,303.8511981180309,302.8026449953735,302.73603656810644
101,1987-06-15 21:00:00,302.94636612482157,302.5183852584308,303.4128789364597,302.6955912047521,303.472370619849,303.7052316510082
102,1987-07-16 09:00:00,302.45950860229016,302.4240127439372,302.671878487497,301.4080560654604,302.43690879148517,303.14637689103085
103,1987-08-16 09:00:00,301.35968368423397,301.68157723139416,302.3567209530605,301.0995662073867,302.00236763444167,302.49856771375073
104,1987-09-15 21:00:00,301.0781183523808,301.6977534242685,302.3535872427934,301.57346910834644,301.8587636530409,302.50655330564643
105,1987-10-16 09:00:00,301.66149610360753,302.5542520856005,302.63385418378823,302.1762836730993,302.62213937905125,303.2728382081665
106,1987-11-15 21:00:00,300.76739291906983,302.4040682888725,301.9070579355691,302.3462850145074,301.5928375855116,301.36334456071427
107,1987-12-16 09:00:00,298.5624616584884,301.1404801629306,300.56285242836225,302.20499470704215,300.0079514149836,299.07373478655904
108,1988-01-16 09:00:00,298.5585701033359,300.5657820007223,300.0430486517049,301.9345161160092,299.4445071637548,298.6570098353293
109,1988-02-15 09:00:00,298.2999335892599,300.3233827565883,301.1296011851239,302.21245876457374,300.7854778054683,299.36882218995436
110,1988-03-16 09:00:00,298.8695928536849,300.40590339523146,302.0160822248771,303.07812489696767,301.5038076483445,300.7806435740255
111,1988-04-15 21:00:00,300.46675723435044,301.51824876010704,303.51010607099965,303.8057023885276,302.64257193409907,301.937687618166
112,1988-05-16 09:00:00,302.09371731327235,302.7939316179388,303.08900448365455,302.9633863124661,302.3544578983585,302.3732303172737
113,1988-06-15 21:00:00,302.50172234154917,302.8808451463009,302.7132995113242,301.9155589493955,302.615383231143,302.7543750829474
114,1988-07-16 09:00:00,302.5927311105603,302.36674362030567,302.6489867847398,301.04533570710635,302.24994201983804,302.81380225928376
115,1988-08-16 09:00:00,301.81717053620724,301.45160615976994,302.46055439607676,300.614401436699,302.19844873077426,302.89446515718146
116,1988-09-15 21:00:00,302.34786856378025,301.90253423665445,302.1884518275356,300.6565957582739,302.5420076035733,303.134678220217
117,1988-10-16 09:00:00,301.70678378638036,301.9785579145687,302.17478049784995,301.5279377505149,302.10092247351207,302.75687944063753
118,1988-11-15 21:00:00,300.3928992100125,300.851114557225,301.6325460028845,302.1690738467199,301.55381269205964,301.37337577323524
119,1988-12-16 09:00:00,299.0618433614493,300.3428736387753,300.0784688910031,301.88098033850133,299.78212331892024,299.37190131826196
120,1989-01-16 09:00:00,297.17938732215737,299.19551760565383,299.5462995150837,300.8063621771883,298.9484090143348,297.67657689358566
121,1989-02-14 21:00:00,297.7419093987143,299.40009201394645,299.98902531615215,301.56438136697795,299.5103506243941,298.26939331650067
122,1989-03-16 09:00:00,297.9574926543785,299.52470215814935,301.1814736393093,302.14952162086195,300.95067815818624,300.4856144049966
123,1989-04-15 21:00:00,299.81832813363474,300.93245351176483,302.6809887397882,302.9013458319943,302.1801162085118,301.4054736591911
124,1989-05-16 09:00:00,300.93451516863615,301.93392835715474,302.6348816853875,302.3371223881162,302.2136431527797,301.9200472014235
125,1989-06-15 21:00:00,302.2940477707643,302.0124714791292,302.5099112516342,301.0717454551441,302.4609619130031,302.47257124295857
126,1989-07-16 09:00:00,301.4422732335413,301.09930760574525,301.97898456703354,300.2013459497771,301.8397426638695,302.4511340147132
127,1989-08-16 09:00:00,300.5196517594608,300.2477932776419,301.7232390345494,300.1825308288148,301.3351271244869,301.9935963099085
128,1989-09-15 21:00:00,301.2315338707206,300.9631681959314,301.97269951598867,300.49840468403374,301.81317130953187,302.49218700736606
129,1989-10-16 09:00:00,301.8511618410068,302.3120922724105,302.47327180597307,301.26908404830067,302.3069981784904,302.50560779311627
130,1989-11-15 21:00:00,300.82204478067115,301.66924564221347,301.137738491115,301.7556751021232,301.0239670575516,300.755851583839
131,1989-12-16 09:00:00,299.17455075543256,300.3639065932826,299.95602879816664,301.5366290635585,299.352023383105,298.7965169447366
132,1990-01-16 09:00:00,297.48465210443385,299.87185406486594,299.546910735086,301.38032428752575,299.03647356177544,297.6449732908301
133,1990-02-14 21:00:00,298.1774880400786,300.35048626419234,300.58202446500445,302.00229492252697,299.8542583272842,298.73516539749653
134,1990-03-16 09:00:00,298.1665447172764,299.8798630899103,301.89134430080196,302.5227911097264,301.36665769522915,300.3401760261804
135,1990-04-15 21:00:00,300.0705622972716,300.56197677998125,303.09700906340913,302.8173463695764,302.39367195941895,301.0577625624328
136,1990-05-16 09:00:00,301.71055337285566,302.2031435844614,302.8633907268578,302.6591053189194,302.9191926290804,302.9852344265604
137,1990-06-15 21:00:00,302.2051332795163,302.71051582347013,302.5113252407482,301.671282017933,302.4637634897633,303.0321831906849
138,1990-07-16 09:00:00,301.52231616190073,300.9771799127078,301.71197027690994,300.35616392937436,301.68130083596213,302.51288283031147
139,1990-08-16 09:00:00,300.43592256397557,299.8699045656707,301.69542968064513,300.1438795453565,302.19157722583395,302.5951637551085
140,1990-09-15 21:00:00,301.15129832794463,301.0209130080567,302.35394840107466,300.86577708756124,302.17048444845864,302.3662081382819
141,1990-10-16 09:00:00,301.69756006120906,301.7445088253336,302.3609726275565,302.03179868354357,302.21958369107693,302.242816897981
142,1990-11-15 21:00:00,300.8990994552489,301.6533546645087,301.2821659981488,302.18017165064526,301.1380939880346,300.9387024260141
143,1990-12-16 09:00:00,298.49937648452163,300.4761586195309,300.39087305422163,301.9732835607916,300.06899465874346,298.7675331135165
144,1991-01-16 09:00:00,297.3971360718433,299.02777854719545,299.78164828505976,301.56835726778627,299.17871451190507,297.53120025200053
145,1991-02-14 21:00:00,297.6066182290662,299.22855978410973,300.7237579333246,301.66064702940434,300.87187359972734,299.7188416419126
146,1991-03-16 09:00:00,298.39456157094367,299.9909904274731,301.81077290843007,302.5011859343886,301.8640285413534,301.8380657952372
147,1991-04-15 21:00:00,300.1485970977527,301.11375918430645,302.92312056300875,303.2502551644965,302.27142163189455,302.31259598696414
148,1991-05-16 09:00:00,301.5335235833783,302.4522507584461,302.8644443567438,303.26773701357627,302.21495565940916,302.12915658432007
149,1991-06-15 21:00:00,302.16014986252276,302.47704338079666,302.8136289819299,301.9118435988194,302.28205275636367,302.99093773612674
150,1991-07-16 09:00:00,301.42923255236906,301.5830988270217,302.32698750917575,301.2140397911275,302.03605673701804,302.90856902387196
151,1991-08-16 09:00:00,300.7588916494673,300.54964951763213,301.7832399962352,300.7409497517275,301.46463629707307,302.32125690304144
152,1991-09-15 21:00:00,300.5523898074765,300.92516923688197,302.4383392870102,301.03484083700164,302.397314947808,302.8557434364352
153,1991-10-16 09:00:00,300.6950949015953,301.60604125367456,302.0418773526727,301.49807983444305,301.9238748713841,302.75515279682145
154,1991-11-15 21:00:00,299.7241121993869,300.9979769378551,301.38991839405514,301.7751591415118,300.79819580672336,300.338687203851
155,1991-12-16 09:00:00,298.45364782057953,299.87039767220745,300.11576362490996,301.32600163348934,299.41070905029426,298.5965029305658
156,1992-01-16 09:00:00,297.4638751819315,299.11234605618137,299.41735506089026,300.6742247090376,298.57185127063065,297.3789627027812
157,1992-02-15 09:00:00,297.012487201971,298.93093389390293,299.9998936942079,300.87904262101785,299.4422896777836,298.3280472452666
158,1992-03-16 09:00:00,297.786979134519,299.0525391856498,301.0386885424906,301.87210221193305,300.507085326659,300.58999619678883
159,1992-04-15 21:00:00,299.53393118424395,300.3742750477322,302.4623052978818,302.7980827548202,301.6919272250793,302.05268959059504
160,1992-05-16 09:00:00,301.4646792220656,302.00203580653897,303.09681535737445,303.0029610168211,302.774506013393,303.0661374301761
161,1992-06-15 21:00:00,302.5059886545449,302.4799677372787,303.1089658282124,301.9449849202869,302.90556614171896,303.2863144224291
162,1992-07-16 09:00:00,301.6769805366149,301.580279686751,302.38085288658607,300.5504568748817,302.2755823337802,302.5372197902665
163,1992-08-16 09:00:00,301.149108963731,300.9224745192612,301.5484651674958,300.0602638315995,301.6519654530273,302.38994562304094
164,1992-09-15 21:00:00,301.28403149338294,301.4125569208388,302.0460309716425,300.1294450720159,302.4575778795923,302.7284388309116
165,1992-10-16 09:00:00,301.47488843390374,301.65497289572636,302.43274384606684,301.12450627195165,302.79864602168027,302.52909265414314
166,1992-11-15 21:00:00,300.3035347651139,300.84953146088674,301.2063610167189,301.60646153740583,300.94430111008757,301.12752377298756
167,1992-12-16 09:00:00,299.0167817983743,300.3027904481917,300.08462512329606,301.26429703660824,299.6852890362048,298.6112196008123
168,1993-01-16 09:00:00,298.2518140381794,299.5760522914326,299.68608466063927,300.9717541396706,299.4736187870713,297.8989001798831
169,1993-02-14 21:00:00,298.3996794824916,299.40761750607345,300.2191137875252,300.9546113424531,300.1081844700808,298.60936380871567
170,1993-03-16 09:00:00,298.65156068816873,299.69558828073104,301.01792177873784,301.6400007329099,301.0242608848223,300.66722509586054
171,1993-04-15 21:00:00,299.86739921956917,300.63963133996316,302.3992119867518,302.6284276128039,302.1624075739244,301.3429093048238
172,1993-05-16 09:00:00,301.402087732373,302.23095860665427,302.7578703449975,303.1490506354131,302.6574020643032,302.5930031964491
173,1993-06-15 21:00:00,302.2806233360416,302.6575532353545,303.09660435868193,301.82137576026037,303.3173644839312,303.14480776790657
174,1993-07-16 09:00:00,302.22156584533343,301.9828264430494,302.29789714817014,300.8116136059929,302.0254466014461,302.35622901783205
175,1993-08-16 09:00:00,301.10545989551093,300.84931566618724,302.23780161624313,300.27351520985326,302.20198415515495,302.24566251091073
176,1993-09-15 21:00:00,300.9384158838237,301.21857615416417,302.4408646504202,300.56619244324133,302.29234413155234,302.2029314937431
177,1993-10-16 09:00:00,301.9114233164851,302.2878593903638,302.6619069616319,301.535279506639,302.7727556545156,302.7425617565358
178,1993-11-15 21:00:00,300.5904705140802,301.41327439016925,301.6253774532141,301.69914892624877,301.39597034383036,300.89496932367996
179,1993-12-16 09:00:00,298.7041480578811,299.8617353441805,300.2320036391661,301.3931283280659,299.63470665933727,298.34399814526256
180,1994-01-16 09:00:00,297.84021589262784,299.9036956598392,299.6349185541777,301.29825411635574,299.3558969918396,297.70261259470294
181,1994-02-14 21:00:00,297.5581016641231,299.02467651469635,300.30488770900126,301.52567698528304,300.00820539513285,298.5425868294926
182,1994-03-16 09:00:00,299.16800734897583,300.1082389030802,301.25910747356295,302.4169243696766,301.42458545996294,300.69423810218336
183,1994-04-15 21:00:00,300.4152572328211,301.2180075679281,303.09117646021105,303.3056182698339,302.69482687517814,302.28705273716815
184,1994-05-16 09:00:00,301.5793306739756,302.22262558311235,303.11223507522686,303.1997554930923,303.33646354554793,303.3866379848032
185,1994-06-15 21:00:00,302.34555906323396,302.0818075400932,303.0508293746299,301.71615063211493,302.7605867241939,302.7269743261203
186,1994-07-16 09:00:00,301.36465487974147,300.9469516556177,302.2586388667627,300.8323297158188,302.1145755589174,302.2441623405948
187,1994-08-16 09:00:00,300.85241169941366,300.3815431023078,301.4299162398027,300.25144765843197,301.4657769247935,302.09722000470634
188,1994-09-15 21:00:00,301.01623144704666,300.81963350734543,301.8465919662857,301.2418841715234,302.00428742104936,302.6412342259494
189,1994-10-16 09:00:00,301.3040325189301,301.9782642629766,302.24194457340957,301.8623401479497,302.14458662862603,302.91946227525807
190,1994-11-15 21:00:00,300.7506894329674,301.35112446526267,301.2609691772093,301.4215131402843,301.0707905544525,300.7880354115777
191,1994-12-16 09:00:00,299.01774853555344,299.7315541986394,299.73641700925657,301.1123889490418,299.384961949859,298.2923352010988
192,1995-01-16 09:00:00,297.1368517342828,298.9271724276516,299.4368645780652,301.3214438907896,299.1480775592459,297.529547396408
193,1995-02-14 21:00:00,297.3109844060433,299.23812434523165,300.3781942580865,301.78416253920375,299.9143799298697,297.92168014046945
194,1995-03-16 09:00:00,297.8770789360244,299.164864580076,301.68253572447776,302.1015679103005,301.79732074894423,300.7104968536564
195,1995-04-15 21:00:00,299.6354942377077,300.6482944076105,303.2594099505971,302.9968086738511,302.7340666675892,302.4688317384735
196,1995-05-16 09:00:00,301.4944406743143,302.0049872539318,303.385423180014,303.0462650465961,302.4572416576249,302.57035803211664
197,1995-06-15 21:00:00,302.30522362408374,302.98705812881803,303.0998327316283,302.23021479208717,302.7224564825241,302.677101369958
198,1995-07-16 09:00:00,301.9573402606775,301.42186445252185,302.29253786343247,300.9507020331513,302.0136320670539,302.3135568218491
199,1995-08-16 09:00:00,300.94671134616345,300.6722586337536,302.3331483808897,300.6049095082675,302.0902894448086,302.3184421464739
200,1995-09-15 21:00:00,301.30508911061565,301.5811702645671,302.3123103604222,301.11034961687807,302.34456757589754,302.3024090337649
201,1995-10-16 09:00:00,301.9740770209662,302.3461256526812,302.4585886401346,301.7604998763091,302.629755939952,302.92011108766326
202,1995-11-15 21:00:00,300.8378369613665,301.0474435232524,301.72227170851454,302.22694785689566,301.3333154306701,301.1173157279171
203,1995-12-16 09:00:00,298.7002963437381,300.01334293590105,300.24926591726796,301.76629994278755,299.6130478799151,298.6991001428526
204,1996-01-16 09:00:00,297.00506206153466,299.3075481334057,299.62154797902446,301.28754976358823,299.43121785097276,298.13424115962954
205,1996-02-15 09:00:00,297.2115338594301,299.3648366046359,300.2169552559822,301.70768183619026,300.02755235170775,298.5631469625975
206,1996-03-16 09:00:00,299.04753663998184,300.4875051959933,301.3941505875342,302.2704966988682,300.9320940419904,300.22117262864674
207,1996-04-15 21:00:00,300.2771151298777,300.985085379371,302.7548764061044,302.9719464714759,302.31077609736633,301.82160074887327
208,1996-05-16 09:00:00,301.77292648563866,302.2866682791563,302.89752928573586,302.98017184369405,302.720220171159,302.3146843954384
209,1996-06-15 21:00:00,302.4240668907164,302.18414524580083,302.2723710867191,301.70554822448764,302.64771725386237,302.8382368147288
210,1996-07-16 09:00:00,301.4439415073608,300.91164526814896,301.92421351356205,300.454942692158,301.9656295089485,302.46478497573275
211,1996-08-16 09:00:00,299.7005015821697,300.12304643062237,302.0190395925511,299.8316688511403,302.2398684037727,302.2870172343413
212,1996-09-15 21:00:00,300.245719133375,301.1202407075989,302.4962507632724,300.6893109645578,302.90055024062326,302.94598420571134
213,1996-10-16 09:00:00,300.28104336824606,301.303352448395,302.07406484015286,301.2716573474481,302.1669068596614,302.5930409614456
214,1996-11-15 21:00:00,299.3187545799186,300.1060971787791,301.62599641245384,301.5803431041066,301.42084067411326,300.9353941610258
215,1996-12-16 09:00:00,298.1105819980859,300.1202747294386,300.06498028783693,301.6000839974299,300.1551802180876,298.26701362245115
216,1997-01-16 09:00:00,297.2995023131489,299.5498457529055,299.3407099051501,301.5451139815314,299.1096423569984,296.8769793641192
217,1997-02-14 21:00:00,297.03595439348635,298.5882479651496,299.95789656086754,301.4688496719106,299.5615367000824,297.89514464904767
218,1997-03-16 09:00:00,298.5845231519029,299.7682191375127,301.5714359951411,302.78702631497754,301.17786726108204,300.4306299924622
219,1997-04-15 21:00:00,300.1283738135404,301.2689910923482,302.39138161833574,303.4205922161449,302.266376885778,301.5521960931177
220,1997-05-16 09:00:00,301.4957378571338,302.10223678204216,303.1440620807134,303.5140204652063,303.3118872663546,302.97550186525814
221,1997-06-15 21:00:00,302.68703246176665,302.6581477766433,302.95542760506754,302.98478906628645,303.1067245527289,302.9453557100486
