,months,kandla,mumbai,chennai,kochi,vishakhapatnam,paradip
201,1995-10-16 09:00:00,100998.21174637208,100889.02404799871,100784.69802785429,100926.7135622511,100820.07532369188,100919.00498722971
202,1995-11-15 21:00:00,101291.56604806929,101114.30423174202,100974.50885193338,101017.47787255085,100979.93353587124,101066.77451079036
203,1995-12-16 09:00:00,101732.99793305472,101514.47735873528,101534.81284166948,101306.19003283652,101620.89960139358,101661.77594041362
204,1996-01-16 09:00:00,101519.43464170722,101301.76388732585,101339.17012826554,101118.43648119079,101408.63936728443,101454.92268566028
205,1996-02-15 09:00:00,101339.62336556583,101183.36272445752,101245.86343998444,101054.23612578778,101304.00528741245,101319.9252475852
206,1996-03-16 09:00:00,101101.0045497116,100984.03745798874,100999.99282732555,100949.70119157525,100965.49721967368,100864.4748745384
207,1996-04-15 21:00:00,100861.23847694101,100879.86723816628,100793.7981830242,100872.68625968978,100791.86838358158,100720.90487783827
208,1996-05-16 09:00:00,100738.74401470443,100864.62359302756,100535.29358061969,100918.6225682576,100459.89330661652,100396.39759357882
209,1996-06-15 21:00:00,100182.55102891865,100357.60685432339,100394.5209078823,100812.72438122779,100268.13143759633,100218.9587314311
210,1996-07-16 09:00:00,100080.72489575864,100384.17789105298,100433.74009802313,100908.98419379359,100197.17147276945,100037.5257155746
211,1996-08-16 09:00:00,100420.52539798651,100665.75864569188,100548.44454416096,100987.8439431279,100353.7083053576,100293.87035896993
212,1996-09-15 21:00:00,100632.6333726901,100739.70360305115,100546.24917598767,100904.42703437581,100442.04708791754,100402.84206144232
213,1996-10-16 09:00:00,101024.24456380756,100891.8851084568,100823.12051180322,100978.4251054812,100852.44992241505,100904.94046725506
214,1996-11-15 21:00:00,101382.39409486442,101210.9677087784,101066.89844286468,101043.78334054981,101116.97408271406,101174.04657338667
215,1996-12-16 09:00:00,101625.7719023717,101355.47250741039,101277.7033603299,101164.14617110846,101412.59102999634,101502.35326095251
216,1997-01-16 09:00:00,101605.0858687131,101409.57416921627,101413.10800379199,101226.57252739079,101504.86377068615,101564.33700268377
217,1997-02-14 21:00:00,101433.25581815653,101300.27670243428,101223.89913550235,101138.92422353051,101221.28948010926,101222.33050953338
218,1997-03-16 09:00:00,101341.61690150382,101200.72029669213,101173.56146783872,101148.15893352396,101149.3451405208,101107.19407159371
219,1997-04-15 21:00:00,101108.86892505494,101088.01646832512,101016.28104280477,101040.96831200502,101014.46809360362,100970.83338070134
220,1997-05-16 09:00:00,100770.65121246167,100892.60037357133,100658.10672533305,100931.71687713634,100564.46364999312,100482.90572235553
221,1997-06-15 21:00:00,100319.82527624443,100574.60483458717,100591.27900995492,100976.79628393329,100362.8828197721,100170.91911851663
222,1997-07-16 09:00:00,100015.95091189744,100401.68064086034,100454.35885426999,100960.05837207017,100160.37072853562,99952.47998527461
223,1997-08-16 09:00:00,100316.32685083279,100650.51854146959,100629.82896689455,101128.4112427136,100314.18813732205,100125.19526493333
224,1997-09-15 21:00:00,100796.13872877025,100974.97979381571,100864.75106601827,101159.36947487335,100731.95253703288,100684.9114625456
225,1997-10-16 09:00:00,101367.25313630156,101288.51731904157,101280.43340688088,101257.2262407394,101323.23600442716,101326.63174326293
226,1997-11-15 21:00:00,101396.35592826325,101237.02531262876,101230.22321220799,101136.92714667611,101335.09453347932,101406.7591406715
227,1997-12-16 09:00:00,101624.76982302811,101367.022976735,101361.85677969498,101181.35148393748,101483.88384096563,101600.19940406934
228,1998-01-16 09:00:00,101628.85958147993,101397.36154852327,101417.03133917264,101187.96591578862,101500.67840749127,101571.31968984139
229,1998-02-14 21:00:00,101577.69333937674,101442.13997742551,101377.57136671602,101270.39844977912,101432.57596220607,101458.84956195734
230,1998-03-16 09:00:00,101292.23528127049,101197.58658567058,101184.08153048845,101123.60976006364,101215.62755477203,101205.05437837617
231,1998-04-15 21:00:00,101005.64412991356,101011.41582365945,100978.36490990226,100994.26362457655,100974.49468826775,100895.1569152183
232,1998-05-16 09:00:00,100637.17990935865,100713.37334863734,100540.92009679283,100802.80273345108,100469.74767698145,100426.2085688222
233,1998-06-15 21:00:00,100163.2671981578,100377.86443709658,100341.4496527513,100834.60016279967,100162.39259180489,100091.76547312042
234,1998-07-16 09:00:00,100084.70842671822,100421.31856326203,100459.27718716144,100893.28022952177,100273.92437684067,100153.98999716746
235,1998-08-16 09:00:00,100367.51787935087,100586.02074908825,100599.70993192363,100925.79292398487,100468.60042006508,100385.97667658853
236,1998-09-15 21:00:00,100609.22437431333,100684.82293963537,100592.54665802917,100940.86660513596,100518.07056320863,100567.74253858744
237,1998-10-16 09:00:00,100881.18799998665,100855.99437973999,100750.3192704439,101002.27317749264,100722.04859383822,100792.78548093137
238,1998-11-15 21:00:00,101297.0048956728,101100.4592485847,100971.9806376177,101009.87198410535,101001.65705803756,101075.98797528536
239,1998-12-16 09:00:00,101558.57239077069,101350.24965570783,101336.1249401542,101156.59693732548,101447.67797068844,101471.51541995065
240,1999-01-16 09:00:00,101476.3169026006,101286.60522418095,101246.50788677079,101081.29226806533,101323.16164518258,101366.4847574409
241,1999-02-14 21:00:00,101546.15085600957,101311.32436162888,101318.32829428496,101158.1372359632,101388.78544898181,101398.36716878328
242,1999-03-16 09:00:00,101017.64429562206,100868.71335147941,100801.34033497437,100803.73399446654,100774.88614848626,100703.74205600613
243,1999-04-15 21:00:00,100829.14361061413,100837.10359070048,100592.32358029543,100893.65202574467,100584.88765583752,100542.37541343673
244,1999-05-16 09:00:00,100379.27726274359,100610.32914023279,100456.92955958258,100830.04300338188,100334.38552451628,100246.1494285322
245,1999-06-15 21:00:00,100248.45456511414,100537.30128022333,100476.1602765973,100971.0706221007,100199.54034584676,100095.78087232768
246,1999-07-16 09:00:00,100051.02722984031,100409.74330752254,100420.312943002,100936.67770102469,100153.9227197557,99950.13235769574
247,1999-08-16 09:00:00,100356.30379708504,100664.1085786455,100586.44211814087,101014.56369834664,100319.87838999054,100157.59819098774
248,1999-09-15 21:00:00,100646.3402601075,100774.69493900021,100642.00971933987,100964.81736372324,100479.26566028758,100450.76482411534
249,1999-10-16 09:00:00,100932.3719466719,100866.89686136183,100761.43774796667,100873.45817946683,100747.28116416538,100787.8600662071
250,1999-11-15 21:00:00,101395.34676708683,101225.9918170998,101140.55304507844,101071.44852044963,101219.81999979971,101265.7315219527
251,1999-12-16 09:00:00,101549.46869468436,101325.96959189455,101315.51680665657,101135.98526291145,101430.40538044763,101499.71881914456
252,2000-01-16 09:00:00,101474.57477172761,101275.42301016282,101279.63315977257,101070.37562277785,101364.26460285277,101404.17073077687
253,2000-02-15 09:00:00,101317.91046614875,101158.00976297246,101095.25410146415,101017.18397648896,101186.51414006112,101257.58033238025
254,2000-03-16 09:00:00,101119.33941487495,101043.98517278509,100975.0966440572,100967.43056003275,100985.26261506608,100950.96175781667
255,2000-04-15 21:00:00,100786.2347855756,100819.9195233699,100655.25274670777,100839.4370546137,100636.11763443609,100589.18632835748
256,2000-05-16 09:00:00,100477.88824380466,100677.00813712175,100535.79284983329,100896.22273105726,100404.945365789,100338.95330668328
257,2000-06-15 21:00:00,100189.2646064292,100432.68844584981,100350.15322528346,100860.10538369029,100132.50725731693,100102.04475345436
258,2000-07-16 09:00:00,100099.0278926743,100420.94676703913,100391.97498898456,100849.99606734393,100142.88568331032,100013.46518857867
259,2000-08-16 09:00:00,100282.04015724902,100522.0965851651,100465.29674505594,100911.29641220835,100216.05872089253,100154.43615263494
260,2000-09-15 21:00:00,100686.21097886752,100803.97831769873,100695.16595646468,100915.17017475929,100593.29379139136,100516.2788595059
261,2000-10-16 09:00:00,100956.65201048518,100914.58592355187,100768.89845883944,100989.21781869441,100747.53256923039,100752.6810616884
262,2000-11-15 21:00:00,101305.32250831643,101117.39899268308,101069.0690246231,100944.5704036993,101183.76638892811,101239.71995001566
263,2000-12-16 09:00:00,101500.21808835818,101271.11371489365,101273.44717880688,101064.3773103818,101381.72132074682,101422.22586354395
264,2001-01-16 09:00:00,101482.32937866228,101223.51671653023,101229.78767948973,101012.92071313309,101316.26039910236,101363.97778862367
265,2001-02-14 21:00:00,101354.8953380358,101193.25250398654,101130.24897832962,101056.83869934804,101144.09396148697,101140.34413101034
266,2001-03-16 09:00:00,101159.1782653873,101081.25685890124,101001.58623970937,101017.8213414425,101035.96853803619,101019.05003943623
267,2001-04-15 21:00:00,100935.4419211981,100898.66950429554,100891.36105282835,100909.09750311867,100887.82013641982,100804.22264093091
268,2001-05-16 09:00:00,100412.50876323762,100620.58009323548,100433.6834433606,100848.34954121397,100308.13671117988,100263.4255596894
269,2001-06-15 21:00:00,100057.07865598248,100360.88220200129,100332.86647137703,100854.16372595678,100093.52884949185,99942.0165772874
270,2001-07-16 09:00:00,100099.66525762784,100456.38779937208,100444.9789667038,100935.55523052317,100182.77410665237,99990.21199052387
271,2001-08-16 09:00:00,100376.61095268797,100632.502358783,100510.01497837921,101008.50873128805,100237.5591653251,100113.86079150962
272,2001-09-15 21:00:00,100720.69950468658,100815.41547769826,100643.15343533983,100945.9442792658,100554.8111118635,100546.468712805
273,2001-10-16 09:00:00,100954.18753266484,100901.99088388674,100756.82393388636,100952.28251963705,100815.17469538248,100873.47234313248
274,2001-11-15 21:00:00,101357.86616690255,101172.51689749822,101058.92784002906,101051.69728872286,101169.42921838998,101301.27524086148
275,2001-12-16 09:00:00,101689.51902047441,101477.36147294112,101483.72449972725,101256.24894781066,101598.27314554309,101652.66870341089
276,2002-01-16 09:00:00,101579.70103898036,101355.77348530511,101324.69840290389,101132.41247825524,101426.62722263974,101511.87832609145
277,2002-02-14 21:00:00,101625.99852102186,101389.07934504372,101445.39407960494,101227.36923358269,101517.0905550448,101538.21566233807
278,2002-03-16 09:00:00,101184.48519495904,101059.8130691312,101071.50871602858,101003.80993521394,101086.3416148639,101056.03491132331
279,2002-04-15 21:00:00,100871.26281129356,100850.25101332535,100835.03569551792,100870.32092752888,100820.89681629866,100752.18179247479
280,2002-05-16 09:00:00,100537.18088906544,100692.06411369082,100476.24525859108,100846.67468775273,100287.14969962652,100203.15916241627
281,2002-06-15 21:00:00,100169.85684359408,100424.76741584393,100420.47582515678,100835.95987470054,100241.14965456334,100135.5630681775
282,2002-07-16 09:00:00,100304.23108038126,100661.72554190256,100517.60316224268,101039.51299536112,100226.44422871874,100063.11591845902
283,2002-08-16 09:00:00,100318.60720099988,100597.31273151503,100559.88524507692,101019.48911307091,100298.33899547748,100148.56177231319
284,2002-09-15 21:00:00,100895.18170163315,100970.72007137624,100741.7644164009,101105.50151355044,100596.76743038812,100560.65362393757
285,2002-10-16 09:00:00,101013.49434159126,100929.00807608382,100894.05569021523,100968.18831614417,100968.1599888129,100999.80161783949
286,2002-11-15 21:00:00,101331.92187237728,101153.60840387669,101110.69603792173,101051.77872980027,101169.44338205562,101211.9202152923
287,2002-12-16 09:00:00,101535.23421072209,101361.97717085286,101381.39909735363,101179.17027942983,101448.69067278127,101477.97051056338
288,2003-01-16 09:00:00,101667.39891567035,101417.43500364322,101485.13024354144,101241.69224045519,101565.31075469611,101634.68084805558
